id,topic,topic_kr,question_type,difficulty_min,difficulty_max,question_en,vocab_10,grammar_3,phrases_2,strategy_kr
236,photography,사진 촬영하기,Comparison,5,6,How is taking photos different now compared to the past? Explain the changes with specific examples.,photo|camera|angle|lighting|background|portrait|landscape|memory|capture|edit,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 사진 촬영은 찍는 대상, 장소, 기억 보존의 의미, 잘 나온 사진 경험을 말하면 좋습니다."
237,photography,사진 촬영하기,Problem,5,6,"Tell me about a problem you had while taking photos. What happened, and how did you handle it?",photo|camera|angle|lighting|background|portrait|landscape|memory|capture|edit,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 사진 촬영은 찍는 대상, 장소, 기억 보존의 의미, 잘 나온 사진 경험을 말하면 좋습니다."
238,photography,사진 촬영하기,Role-play,5,6,"I am your friend, and we are planning to spend time taking photos. Ask me three or four questions to make a plan.",photo|camera|angle|lighting|background|portrait|landscape|memory|capture|edit,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 사진 촬영은 찍는 대상, 장소, 기억 보존의 의미, 잘 나온 사진 경험을 말하면 좋습니다."
239,photography,사진 촬영하기,Opinion,5,6,"Some people enjoy taking photos, while others do not. What is your opinion, and why do you think that way?",photo|camera|angle|lighting|background|portrait|landscape|memory|capture|edit,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 사진 촬영은 찍는 대상, 장소, 기억 보존의 의미, 잘 나온 사진 경험을 말하면 좋습니다."
240,photography,사진 촬영하기,Change,5,6,How have people’s habits related to taking photos changed these days? Explain the reasons and give examples.,photo|camera|angle|lighting|background|portrait|landscape|memory|capture|edit,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 사진 촬영은 찍는 대상, 장소, 기억 보존의 의미, 잘 나온 사진 경험을 말하면 좋습니다."
241,fitness,헬스,Description,2,6,"Describe your experience with working out at the gym. What is it like, and what do you usually enjoy about it?",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
242,fitness,헬스,Routine,3,6,"Tell me about your usual routine for working out at the gym. When do you usually do it, and what do you normally do?",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
243,fitness,헬스,Preference,2,6,What do you like most about working out at the gym? Explain your preferences with specific examples.,gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
244,fitness,헬스,Past Experience,4,6,"Tell me about a recent experience you had with working out at the gym. Where were you, who were you with, and what happened?",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
245,fitness,헬스,Memorable Event,4,6,Tell me about a memorable time when you were working out at the gym. Why was that experience special to you?,gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
246,fitness,헬스,Comparison,5,6,How is working out at the gym different now compared to the past? Explain the changes with specific examples.,gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
247,fitness,헬스,Problem,5,6,"Tell me about a problem you had while working out at the gym. What happened, and how did you handle it?",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
248,fitness,헬스,Role-play,5,6,"I am your friend, and we are planning to spend time working out at the gym. Ask me three or four questions to make a plan.",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
249,fitness,헬스,Opinion,5,6,"Some people enjoy working out at the gym, while others do not. What is your opinion, and why do you think that way?",gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
250,fitness,헬스,Change,5,6,How have people’s habits related to working out at the gym changed these days? Explain the reasons and give examples.,gym|workout|machine|weight|treadmill|routine|muscle|trainer|healthy|stamina,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 헬스는 운동 루틴, 가는 빈도, 힘든 점, 건강 변화까지 말하면 IH 답변에 가까워집니다."
251,cycling,자전거,Description,2,6,"Describe your experience with riding a bicycle. What is it like, and what do you usually enjoy about it?",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
252,cycling,자전거,Routine,3,6,"Tell me about your usual routine for riding a bicycle. When do you usually do it, and what do you normally do?",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
253,cycling,자전거,Preference,2,6,What do you like most about riding a bicycle? Explain your preferences with specific examples.,bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
254,cycling,자전거,Past Experience,4,6,"Tell me about a recent experience you had with riding a bicycle. Where were you, who were you with, and what happened?",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
255,cycling,자전거,Memorable Event,4,6,Tell me about a memorable time when you were riding a bicycle. Why was that experience special to you?,bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
256,cycling,자전거,Comparison,5,6,How is riding a bicycle different now compared to the past? Explain the changes with specific examples.,bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
257,cycling,자전거,Problem,5,6,"Tell me about a problem you had while riding a bicycle. What happened, and how did you handle it?",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
258,cycling,자전거,Role-play,5,6,"I am your friend, and we are planning to spend time riding a bicycle. Ask me three or four questions to make a plan.",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
259,cycling,자전거,Opinion,5,6,"Some people enjoy riding a bicycle, while others do not. What is your opinion, and why do you think that way?",bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
260,cycling,자전거,Change,5,6,How have people’s habits related to riding a bicycle changed these days? Explain the reasons and give examples.,bicycle|bike path|helmet|pedal|route|river|speed|exercise|safety|scenery,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 자전거는 경로, 안전 장비, 풍경, 운동 효과를 묶어서 설명하면 자연스럽습니다."
261,games,게임하기,Description,2,6,"Describe your experience with playing games. What is it like, and what do you usually enjoy about it?",game|console|mobile|online|strategy|level|character|team|mission|competitive,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
262,games,게임하기,Routine,3,6,"Tell me about your usual routine for playing games. When do you usually do it, and what do you normally do?",game|console|mobile|online|strategy|level|character|team|mission|competitive,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
263,games,게임하기,Preference,2,6,What do you like most about playing games? Explain your preferences with specific examples.,game|console|mobile|online|strategy|level|character|team|mission|competitive,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
264,games,게임하기,Past Experience,4,6,"Tell me about a recent experience you had with playing games. Where were you, who were you with, and what happened?",game|console|mobile|online|strategy|level|character|team|mission|competitive,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
265,games,게임하기,Memorable Event,4,6,Tell me about a memorable time when you were playing games. Why was that experience special to you?,game|console|mobile|online|strategy|level|character|team|mission|competitive,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
266,games,게임하기,Comparison,5,6,How is playing games different now compared to the past? Explain the changes with specific examples.,game|console|mobile|online|strategy|level|character|team|mission|competitive,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
267,games,게임하기,Problem,5,6,"Tell me about a problem you had while playing games. What happened, and how did you handle it?",game|console|mobile|online|strategy|level|character|team|mission|competitive,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
268,games,게임하기,Role-play,5,6,"I am your friend, and we are planning to spend time playing games. Ask me three or four questions to make a plan.",game|console|mobile|online|strategy|level|character|team|mission|competitive,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
269,games,게임하기,Opinion,5,6,"Some people enjoy playing games, while others do not. What is your opinion, and why do you think that way?",game|console|mobile|online|strategy|level|character|team|mission|competitive,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
270,games,게임하기,Change,5,6,How have people’s habits related to playing games changed these days? Explain the reasons and give examples.,game|console|mobile|online|strategy|level|character|team|mission|competitive,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. 게임은 장르, 플레이 방식, 친구와의 경험, 장단점을 균형 있게 말하면 좋습니다."
271,sns_posting,SNS에 글 올리기,Description,2,6,"Describe your experience with posting on social media. What is it like, and what do you usually enjoy about it?",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
272,sns_posting,SNS에 글 올리기,Routine,3,6,"Tell me about your usual routine for posting on social media. When do you usually do it, and what do you normally do?",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
273,sns_posting,SNS에 글 올리기,Preference,2,6,What do you like most about posting on social media? Explain your preferences with specific examples.,social media|post|comment|photo|caption|follower|feed|share|upload|privacy,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
274,sns_posting,SNS에 글 올리기,Past Experience,4,6,"Tell me about a recent experience you had with posting on social media. Where were you, who were you with, and what happened?",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
275,sns_posting,SNS에 글 올리기,Memorable Event,4,6,Tell me about a memorable time when you were posting on social media. Why was that experience special to you?,social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
276,sns_posting,SNS에 글 올리기,Comparison,5,6,How is posting on social media different now compared to the past? Explain the changes with specific examples.,social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
277,sns_posting,SNS에 글 올리기,Problem,5,6,"Tell me about a problem you had while posting on social media. What happened, and how did you handle it?",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
278,sns_posting,SNS에 글 올리기,Role-play,5,6,"I am your friend, and we are planning to spend time posting on social media. Ask me three or four questions to make a plan.",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,Indirect question: Could you tell me where it is?|Would like to: I would like to know more about it.|Can I: Can I ask a few questions?,Can I ask you a few questions about...?|Do you have any preference for...?,"질문 3~4개를 자연스럽게 이어가고 시간, 장소, 비용, 선호도를 묻는 구조가 좋습니다. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
279,sns_posting,SNS에 글 올리기,Opinion,5,6,"Some people enjoy posting on social media, while others do not. What is your opinion, and why do you think that way?",social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"I think: I think this activity is useful.|Because: This is important because it helps people relax.|On the other hand: On the other hand, it can have some disadvantages.","From my point of view...|It really depends on the situation, but...","찬반 중 한쪽을 고른 뒤 이유 2개와 개인 경험 1개를 붙이면 좋습니다. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
280,sns_posting,SNS에 글 올리기,Change,5,6,How have people’s habits related to posting on social media changed these days? Explain the reasons and give examples.,social media|post|comment|photo|caption|follower|feed|share|upload|privacy,"Present perfect: People’s habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 요즘 트렌드나 사회적 변화로 확장하면 고득점 답변에 유리합니다. SNS는 올리는 내용, 사용하는 이유, 장점과 조심할 점을 함께 말하면 고급 답변이 됩니다."
281,texting_friends,친구들과 문자 대화하기,Description,2,6,"Describe your experience with texting friends. What is it like, and what do you usually enjoy about it?",text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"There is/are: There are several things I like about it.|Adjectives: It is relaxing, convenient, and enjoyable.|Relative clause: It is an activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
282,texting_friends,친구들과 문자 대화하기,Routine,3,6,"Tell me about your usual routine for texting friends. When do you usually do it, and what do you normally do?",text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
283,texting_friends,친구들과 문자 대화하기,Preference,2,6,What do you like most about texting friends? Explain your preferences with specific examples.,text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more enjoyable than other activities.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
284,texting_friends,친구들과 문자 대화하기,Past Experience,4,6,"Tell me about a recent experience you had with texting friends. Where were you, who were you with, and what happened?",text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"Past tense: I did this last month.|Sequence words: First, I arrived, and then I looked around.|Because: I remember it because it was special.",One experience that comes to mind is...|The best part of that experience was...,"언제, 어디서, 누구와, 무엇을 했는지 말한 뒤 기억에 남은 이유를 붙이세요. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
285,texting_friends,친구들과 문자 대화하기,Memorable Event,4,6,Tell me about a memorable time when you were texting friends. Why was that experience special to you?,text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"Past tense: It happened a few months ago.|Relative clause: It was an experience that I still remember.|So: I was tired, so I took a short break.",What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때의 감정이 어땠는지를 강조하세요. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
286,texting_friends,친구들과 문자 대화하기,Comparison,5,6,How is texting friends different now compared to the past? Explain the changes with specific examples.,text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"Compared to: Compared to the past, it is more common now.|While: While some people enjoy it outside, others do it at home.|Present perfect: It has changed a lot over time.","Compared to the past, people now tend to...|There has been a big change in...","과거와 현재를 나누어 말하고 기술, 생활방식, 사람들의 선호 변화를 연결하세요. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
287,texting_friends,친구들과 문자 대화하기,Problem,5,6,"Tell me about a problem you had while texting friends. What happened, and how did you handle it?",text|message|chat|reply|group chat|emoji|notification|conversation|contact|update,"Past tense: I had a problem when I did this.|When clause: When I noticed the problem, I tried to fix it.|So: So I asked someone for help.","Things did not go as smoothly as I expected.|Luckily, I was able to solve the problem by...","문제 발생, 내가 한 행동, 결과, 느낀 점 순서로 말하면 답변이 안정적입니다. 문자 대화는 누구와, 언제, 어떤 주제로 대화하는지와 관계 유지 효과를 연결하세요."
